private String name,private int A,private int B,private int C,private int D,private int E,private int F,private int G,private int H,private int I,private int J,private int K,private int L,private int M,private int N,private int O,private int P,private int Q,private int R,private int S,private int T,private int U,private int V,private int W,private int X,private int Y,private int Z,private int AA,private int AB,private int AC,private int AD,private int AE,private int AF,private int AG,private int AH,private int AI,private int AJ,private int AK,private int AL,private int AM,private int AN,private int AO,private int AP,private int AQ,private int AR,private int AS,private int AT,private int AU,private int AV,private int AW,private int AX,private int AY,private int AZ,private int BA,private int BB,private int BC,private int BD,private int BE,private int BF,private int BG,private int BH,private int BI,private int BJ,private int BK,private int BL,private int BM,private int BN,private int BO,private int BP,private int BQ,private int BR,private int BS,private int BT,private int BU,private int BV,private int BW,private int BX,private int BY,private int BZ,private int CA,private int CB,private int CC,private int CD,private int CE,private int CF,private int CG,private int CH,private int CI,private int CJ,private int CK,private int CL,private int CM,private int CN,private int CO,private int CP,private int CQ,private int CR,private int CS,private int CT,private int CU,private int CV
Test25,698909829,-677302486,-322252197,-1426452012,-1645561480,-889937059,-1987890162,2100060195,-2078092950,1347694634,-917717080,-2100689915,-243076026,-714110415,683832754,-1548888111,1568225356,-193385689,880511848,-1790948539,-1077131429,1434699718,-893396068,-1142403946,898012274,107786501,-778567207,1702440647,-870259340,745444489,-1373535286,359145790,-1843055317,1144737882,95530204,-987165549,-661704306,137547226,2094530594,549185707,-1463821754,590878706,-570727303,376496133,-1674706066,553984141,1331392236,1249563731,1163247770,1441851721,-1460572327,-1202907060,1090845722,1998783340,339944276,-1371901248,1682161280,1013619476,-1796000949,1486405356,-1577391522,94273970,-151396887,-770851313,-1939574701,835644344,-1724746305,-1948324292,1568423753,-1511467631,915445025,1416067698,1465480439,636896209,-400937906,410294249,-171208019,1327878829,1005702611,393864366,-1106265520,-1804121939,747560240,-678126734,-1540474974,-208527201,-1527282757,-26365795,-1345267258,-1239007537,-576024636,-327668567,946266371,2105951604,1747296761,-1039509586,846431431,-1121043348,114707724,1453689400
Test26,1513117167,1423999020,722144146,-1146505376,-897777339,120466417,-60608466,-1846606822,-961923511,1692365627,1670067182,-963575862,843429428,1946394235,-1761278220,198988317,-1343631559,-776495350,-493729960,-2130120170,2004011021,2066574941,-1160740275,-1283966361,958463914,1819126903,-185212030,1204776706,1851180366,753938846,547288778,-843282450,638397641,2059372369,1568956414,1069307230,185295608,128351352,-1829130975,-2045357826,950027916,-1742321443,159688389,-1565282160,-1739175664,1827075034,300860078,1740410295,1679154217,1278931540,-2027381580,1312765715,-190124258,-1922420761,-1687053843,164822669,-253345638,1913124706,-206300661,1130961139,-170161999,-707105163,-1473717503,-1114414394,-381042912,-1290692439,1297773292,1622285906,-733281832,1106711951,-959708111,-84476161,-1438785603,673123900,-753627166,540874215,112331690,2125858292,577931877,-1650822232,1094630328,-1458666972,1659999831,-1920363654,1204369600,1867300245,712411565,-1059724413,1395024413,1950210783,-1784405732,-145228183,-1754650186,2085308955,80545210,792947241,-1528542149,-1655548453,-1404172059,462483495
Test27,-386283091,255003486,-302663069,-416423291,50258468,577303040,1137491146,-1404443977,-651322676,-1070381585,736394274,715259223,823201584,-1644582365,654846664,373370677,897454778,116753807,-1014617963,-283400270,-1095375238,1257734036,-2012858306,1651203149,1473775398,-1297887306,-1295833347,1175044478,462706529,2012697745,1573177969,-445924158,1499408960,143828493,186742978,-2069748745,142406153,-1788373296,-1558421752,823287273,-413952195,741923060,-345482771,-2034239444,-1882473512,-1037911559,-1188219760,1698252331,359427798,1583294973,15167916,1707498881,58725369,417759786,1041826553,-1902443641,-516324407,-1263419793,-347893039,1640063021,465348572,142220913,1057702935,998017549,979244887,639459780,-1746203564,-2009120835,882997172,-1349708971,-892203998,-817601948,1270261189,732076075,1821608397,-644086385,-692983049,-1936132786,-1870040522,1733896261,1908130523,-1064795898,-496794630,1253665624,691598562,-783289528,1679526100,1424054525,-1028389272,1075415405,94978367,106762655,-1436727053,1348612389,949413471,1212051951,1300695227,2052320938,675374625,-1095825857
Test28,-1932026003,1269035576,1587396000,1281187600,1011052331,1547178171,-150006326,-1265460503,1736247767,1608422346,-1687189949,-1724499607,-676722543,-1281452844,220701321,1473481631,1997494141,1792432024,-78695080,370496921,22018505,-373270566,294899279,140604730,-1895462418,-1890648493,407373266,495428176,438958645,182071528,1724422962,-1911317530,-96577156,1780036127,-325922549,-1241229611,1938989113,345408462,1966713837,1370423713,-120665665,577945876,773715774,-72486527,1495121344,1344709517,-1532545954,1059638463,1012846098,1061398464,-1627793396,-389773758,2043333813,1882588380,705264135,2120154729,-1060766187,302115748,-1263805704,61037849,-144151669,1176584358,-365173617,-591300327,-1562748375,390481330,1990854635,-1167859556,-1422202442,622519946,-741761474,-677030113,597893111,-463758122,2055286704,1568660597,1060627504,1965563738,1014875268,-1271099105,-631132438,408113258,1919394937,-1139995679,-1821838859,-1960894564,26814578,-143919983,874675376,1315459775,-650214824,1567356977,-2025365369,-1777243636,1674551103,-587634112,-1010296388,1052447643,-448559161,897853260
Test29,-1490878358,1439425048,-630267196,583830732,-1849539129,296762038,284524065,2045221420,1843790249,1498852962,1666253313,-1707372760,-1897720757,1769747004,938291750,-277374116,-1010311088,-1214321854,662462870,1990095644,-1979440889,-861568690,2074934395,-1587225215,583098607,-1884017342,-1500296118,1034063811,-1938959234,-343411071,-492250584,1940187598,1372822814,558093216,-42658936,-1827117042,1295169655,-1306353059,-368503528,1815535246,-126607373,-113497393,1186119645,-684338880,2146491518,918200799,283737244,-539918946,1672483469,-2118033674,-2051452548,-1283036815,531319394,1562163447,-1172886040,-405501201,-1227327347,1071529583,131305658,1074028043,2058193589,1971830027,-1618023275,-1466467575,1774812312,748342346,-1469747567,1595114064,-1330955953,898223986,2034109214,-126914173,1730071766,-496852281,-268241631,1280882129,-2003981876,677013498,1724375907,-385446004,1424426870,-890952224,-1740322773,531077880,-6185975,461057891,575790888,-1914793371,-1834469592,349799869,-1736690283,847289728,-1206452053,464103906,9965719,471384549,1070030753,-61828803,-2119641624,-338081545
Test30,2030357912,1298903455,1221352122,685584116,765794843,-612476812,-1705919275,1932062531,1180885627,1270923575,2097293826,1559970320,-117358126,-1926914265,-584828500,821272346,866909508,-1094578630,-1037517629,1839045067,-1502105464,-451993774,-1216731165,-800232824,-132530522,-1959038034,-1261044811,-1960101558,103287553,1714854818,657051541,-1441792659,2007809688,1401367690,-1637621131,-1062205753,-757424760,-375930372,-1589553664,532448252,-395136811,20340284,740456449,-278488559,-114014103,-1681596940,-40911354,1900273982,-138634917,-1236241628,-2136975552,725441287,-1278509963,-1833870505,2099083437,103757197,1463226608,-734837482,-1253324936,1047588897,825247617,1079646369,-470383201,-136137447,1712757144,-1117906980,-1460771626,60161255,1228501222,842369415,-1998052437,-403386778,1053426464,-1766759502,1170561258,380383351,1596499459,-527062673,806621506,-757882676,1306845079,-1813155896,1077420840,387228675,-294144330,-865747469,2138791162,-1674394890,-1154218033,1249492164,-1385172632,1434814801,1751179751,-856823454,-555563505,-2013570716,1512976352,482295613,-1219393434,1381312825
Test31,-126602754,981896511,-1632457507,-1346863895,-1959621722,262105665,563854402,-508153301,2127292776,-1771733824,1404343143,-910560979,1934066494,1121061328,1244428546,616519334,-1900937451,1794047824,1875914195,1147611948,877361037,-734794402,-860988660,-950518846,-2000114947,1664393997,1110049516,-847468619,1539937977,760242773,-131016788,476428199,-133692778,59498314,-1287283553,-634547733,-1830502226,-1716552047,-747833964,-1026596844,824354144,6719247,1141721214,-1436304952,-1240826982,-1951188254,-2101832362,2000185561,-735872679,-338228332,283207744,-1902650731,-547358607,621632909,-2132129300,-1752837539,945190793,-714436918,-602844609,-319016588,-1692719255,1863857356,1118814513,-1500780520,-87127944,-2092775982,1834992120,-1611439146,1899617407,781984073,-1978090394,-813887718,-535138125,513387395,-428550001,-854739451,742982641,1707864231,-430401362,32760963,-101003957,-1994849560,106933576,1090949531,-919738686,1719797753,-1711249519,-1062032375,-1976885163,330279360,-1198952945,-1300472823,-937197766,-838312375,1748211581,645009013,1804594539,-87115011,-1245966351,173841682
Test32,-1419911837,-487241965,-1751569344,-178706394,-480516567,-549945019,1881051041,-163678899,-872047731,-1796797241,-804550768,-1090984052,-1677842767,1842035060,-45563404,-1775934298,1383949002,-852993206,1447608707,1407499182,871072296,-1947097832,869315685,208036061,186875763,-695764363,-1893363433,-1287482715,982834998,-1448907532,-1141662318,329858053,83985825,1642748053,-1576745813,-1544804322,-1373854582,1293898621,1698454972,-2076157177,1679558069,342451433,-2003481980,-100949028,211629396,-2016856224,-1387688117,-548357091,-1789636400,-1694811608,-669464246,1289586740,-736985655,-959060486,102049608,-1954263721,504253787,-151316232,380946568,-1958612848,-600272989,1571732958,341812706,1816171289,-1777575039,370422392,2106616111,1804017645,1307659934,993468755,-786376982,-509895013,-164410960,-816069961,-1631539693,813129564,469970172,1985853652,857743958,210326632,1260935452,245627706,-2075831188,-1686885244,-918358014,-1046248050,-938054463,1744503519,117133884,1313979770,-2087175081,778614814,-126176135,1619182565,1861978089,1693141173,-1588680373,2134844772,798056787,287159416
Test33,-1163949266,-320889361,929116977,-1131394191,-240143672,628417495,-2002689339,113800179,-802634382,367832567,1140698141,-1725022737,-1273960458,-1077647063,-911958924,-504408187,446290330,-2060627717,1892142808,-1958463778,-208127139,-2020810845,-170864883,-839021256,1267828608,1098893615,1732691633,2114803522,-1405911737,892663296,-1702930272,-1759502679,1995441408,995700856,-1107865959,-2087698190,-811282364,-1121748494,232127777,-767144054,-1914291588,681392882,-1175944793,1572265243,-17224282,-398409059,-779075864,1751075872,-251654311,2042349931,1274166164,522744507,-1248134650,1112206106,-1486141647,-1859180603,930858624,-50443291,-316208832,467668263,1467132349,394714358,1391877789,-1152046233,41970398,-1204882408,274966827,-1497812347,-1882753684,580397744,-87427665,945648648,855985124,-1677477907,-115467268,-965940653,-1294852491,445233726,-1721287344,-990387908,561809927,-134798332,-371833602,565777374,1614005119,-2007941240,-196980916,783176622,-2037206207,7929391,-959833442,-542372660,2026030325,710379244,498656979,1773419419,-1667928178,1285601269,2077189870,508471187
Test34,-1772111480,-1278242887,-1661490951,1655273301,-1588380304,-338972400,-1368057819,-282693121,-1731956055,-454658380,-183501514,-1184202303,1216757356,-1764668945,-2016534243,2118798256,-2038492912,-803852138,1790997990,1531441369,-551808117,-1950955979,-1417156140,637750425,-175429320,-1608182645,-1766733623,-1539357652,-672347686,-703791304,-1003597845,-1238107262,1799026656,1503409844,-2010491003,1208943449,984798954,560064131,1723807530,603968647,-1486707061,-507604314,-92649441,-985650025,-162126512,-1234184108,1911532026,728571800,-1695047679,206243305,1705127302,-1921060048,1742483750,-285950434,2009369065,704321271,-560597812,-1869407621,-2131345400,1608306178,2140091528,1062928649,845205546,-1637458499,-643969092,-1917804214,616572379,-1965697539,-835820520,-258061203,2133548562,1192609364,1859844708,-1260118851,1445022614,-315394905,1815690107,-938074021,-575775332,-840341250,-269979238,1214642988,-1363686219,-1775869285,497539546,638596116,-103665178,1298532941,1287784954,-600530589,1070066712,-701368827,1285713506,-1755010929,1532360626,-1065954903,-248109980,766068004,-2031346556,1807925544
Test35,1980347588,1903037175,-291007002,-1690349618,-2044104070,1977456545,143497504,931823832,1793229238,-753981653,-1115857396,1622660426,-656487645,1378631686,-1431859718,-1912907008,1509318511,1353755197,-674022189,101587203,2125795083,-1118427667,-124333952,-864260834,-314885585,-1537174284,539851404,1510223536,1745689888,-1693021209,251144199,1378986690,-422306635,-159547830,1749224366,1942474075,2034882326,120584698,215426632,1567689747,-1849885497,-1231575571,225538386,1643898341,1830565348,-264505314,-1917874210,-1740698551,175347630,-2022582590,245115319,-269579902,-1215467963,-2050516801,-570207031,1332508724,-600875337,1951144286,1733931199,1546985529,-579263175,-1467559106,1384585453,1764723892,-1350929485,-2132658549,1452281968,1227419493,-1201032063,-626479504,1747405972,827483454,-818039433,-1463285302,417530229,83750967,1795718950,630602525,426235112,-95372706,428989533,-1911708725,-1986684005,-2073168335,1586779634,161898114,601900154,1677652015,-1981307198,1783971062,247567956,271721900,2114972661,-745509680,-824794178,-778799900,-363260538,1355085797,805706039,-1295730093
Test36,135944962,-1566075990,574278028,976449347,1647687823,1920889831,957357182,-383443546,-1130121169,36246699,1669612449,138919205,-2011428026,-494522497,1402886534,-157790856,-537937831,925323230,473222940,760693240,1446109464,1229241060,-1763521709,-2137025934,-2003278691,1272684100,-469671679,-383941315,-548544010,319535743,-1536966903,-979401074,-226304288,1885928530,-1495023943,67936522,-333179179,-397887121,-1933675404,-705598564,486028873,-2141617040,630630032,1720549512,-1211660753,-1454388216,-521318783,-1269247552,-833336383,1533065595,-46233546,127495798,-619519871,-1159200177,116626371,672632306,872203898,1194107203,-1723806401,646378404,382352587,738437760,588300015,1478099068,-1181607835,-1085296882,277590435,-1524365959,344450323,542008201,685596512,-67785856,1586270906,-275939821,365997118,544703598,1724265186,-159711348,-235697773,213129584,-977827212,-1810605056,-797743279,398723729,144210885,-730122655,-1979394132,1688474516,1983679698,577610613,-1439741697,178653699,1575292365,-1626658799,981465584,-1431623545,1244701656,-315693433,-608859183,-127452294
Test37,1026702351,-449138852,1109907273,986809018,-757749044,1807083838,-926554317,333536448,-598181083,-203520972,-1891746363,2063732464,-1895714119,-294032361,176408565,-796246222,-1851028052,403910208,1159996183,809038528,744388335,-809974142,1560942794,-1501354431,996982980,322684762,1351709973,-174435561,-1334648447,-1617669787,-2088789300,214267380,-946325357,-433680879,-809076168,-332698957,1386782661,-505896553,-1674719754,835105125,-966832958,1681999912,-1638350305,388493481,79677144,-1291414938,1281124777,-332543680,702674174,1929868565,-427973108,-1641165089,593659928,291643410,-1577884376,913553991,1442399608,1964265603,871651685,1538861203,-1932855896,-1777200561,-2027581413,1233746896,1797585766,595764432,653363764,-1280659246,1739380463,563771079,715504400,333266501,1206786432,59010448,-1884384856,-1429057278,953519385,1580985238,-852987915,1532557731,340825219,-1185134072,1836987538,-1648877736,-2110519404,33667532,-80463200,1379159036,1258164146,-1256013901,109638633,-1038244509,171624597,1770569711,1484947783,-944527371,478914896,419515585,261287238,-739150209
Test38,382597521,2076781686,-931992312,1731121992,-1193486553,1137527443,-1519563927,-340847005,1529843652,-965932977,-313302430,-1460095677,-2091035900,506241089,-1409988942,-2124075116,345735341,1769836889,-1367438918,839021896,1994135352,598623508,12760488,215751151,-712636784,-1200528149,-1282218024,1616111947,102329113,612406028,-773313162,-2003390173,-877792013,1843755595,-1991997849,-1414310825,-1772486785,-407934629,1399239273,1520925492,-512418527,-292885192,1921723512,1393980681,1234246471,689184487,3602547,-879485190,-147799382,1595119713,-1087428865,-2001279981,770955219,-379501364,-1911934037,1086401184,-1788600351,1076330476,-554262187,-270286149,285699464,-1443612456,-1121683253,-450876891,-451478947,-626193424,1324715444,-924141223,612143184,-111769586,938651057,1209667038,1874478968,99488507,-322822722,-1733147172,1533664278,-1466359517,-935458338,-1074798350,609018067,-1201425268,831507191,1927240262,-424193716,485709572,1109337850,168546269,1672628432,1664287642,1433595718,1319127851,2144133479,1951380302,-1491951282,-1191411987,1651343126,1336181003,1632562552,-143192521
Test39,1087769442,-1632593707,768690248,2098507976,36824337,354444862,-1003427395,1016907941,-1574139849,563525150,231595771,971586788,1643917936,-981876862,387519017,-86463032,-725874839,-170702876,662334620,673666574,-945456731,-1668131172,1484027700,2112105862,426834814,-747623530,-457761530,-126017308,841104488,-677286587,248083515,2142663383,-435915139,1251459543,-150163145,160340571,-673214411,-676902998,1884858365,-1118752181,-1615391116,1000775934,-342589487,1211158073,284185289,-640186646,-474710754,-1310144383,1959592436,-1680795756,-424671846,1046830491,-1325633879,1610896284,-342801753,-1971214159,1708979347,-150569256,1005716988,718296433,-1591464037,-632006586,-699411324,-849536221,-532391063,-889430722,14367621,-1214098179,-1639340246,1120766951,1476711429,-2117121098,1666351507,-1433708309,726440040,221316184,1550983462,578735214,-1946259363,-564615078,-1979921228,331872827,1188108027,-1984439571,-198072286,-414037696,-1190478042,-1541632106,2066614639,109133372,1310792247,1559967228,1800575477,-1999454794,-1711233828,1477398275,855820270,-1274087120,-1065263557,-1547190504
Test40,1579895865,963476380,-632468131,2071294414,1334102110,345639183,-1663076150,1686643370,1263780047,1224426932,-326618001,-1097965766,196573040,-918005758,-2033325624,-76867988,-944936359,1822030385,1599061562,-377206500,-603489574,1979100905,-71189568,433303534,-319881025,1461783868,1525702602,-520394147,-1351660076,-1469425706,691254369,2047740692,-1457101397,-323300493,9983886,-1126525572,820178332,1982107792,-1501096708,-847101803,836933901,1668062309,-98961956,1629950729,-2066442766,893504785,265808648,954182782,-1040728681,1368890647,-1484884629,1779290155,-421229156,403622409,1091760287,-419789650,-183554751,45918850,-34905129,-2056004325,1007551204,-29528232,-1158087426,-665469097,-2005557818,1779221522,1503435296,-2052572249,635631637,-2115796329,-1913649911,445860227,81351974,-1315934680,989119787,-1844380240,1672036353,564996496,12823492,4492685,-655725022,-1276126054,619085376,-605178964,1449822846,1827486914,196567771,-959100508,-1190187837,-1507463890,-1724386422,646523684,1296662756,1098213854,-1433658597,1435153995,-1398906156,-710413790,2103648410,1131707703
Test41,-676466031,2120230476,-94665482,1708195036,223470691,-1496560473,152344293,1554345238,-1155919515,171340199,308994308,1917910528,-505213884,-294004895,-1114974655,-2020469114,1387970118,-1373935555,-1990762372,1065904184,1761824910,1500127465,-883411604,-1515983775,251979165,317171088,-1572989505,-1377952168,1579345692,-762808757,-1169597819,127665941,-2081297448,543061719,801207502,-898830842,2109176333,-1053311608,494027665,-1564294365,-189978138,434560382,1427006415,-1057057216,318041156,-2021056491,-1683759369,-402870367,-1815840322,393372065,1866652556,1727077843,-450220568,-542276261,-1697893372,1981729977,-1087515944,-461654891,-1680336909,-1811908124,-1355538203,-1758733003,1795365736,-233039320,1471411890,-498654368,-2098046825,1663992939,1740148074,-1381614987,-465205321,1223062976,-207868596,1171183932,1186476333,-1019002189,85665386,204979550,136404458,-2145596954,345444780,-318442984,-1156355568,1939831772,341745179,-508211669,1590943195,65047572,-1186042276,307584279,1400729790,-1487167655,1852033657,794503047,1973197516,292326232,-1692259865,1485934350,-2034673575,233634675
Test42,-1824990780,951136532,440861665,2001145556,686179167,78644490,-1029871064,-305445949,-1217751299,1487940068,-1372816223,1697203260,-676077862,-1106667832,1817069075,1389389756,1535753837,896639747,825296249,1861615195,-1289788944,-654403268,-745696471,256686367,1515610655,1794427371,1937536057,928629646,778412095,53334283,1912487966,1946772100,-1237098911,-1933442291,854736021,1877879879,409081831,598160656,1233146821,817049048,323214919,-847817649,-945174363,-33910389,1012940303,1690599642,-1224323685,-1016620327,-1240141784,-1299734647,1760125285,472648565,-1441146018,-1466853588,-1719265732,996033948,376777247,-105468665,40216374,1121894321,-680232830,468628605,1055358955,-672621304,-1912840565,1025246730,130521691,2043838465,-825238867,936800630,588404495,977398105,1904566415,-239689913,-1296354435,2003089596,1693945874,1131517302,796787376,1978245789,-279193453,333140838,-1643607000,-1700155574,34180205,1424144657,-739986178,1216485178,1621108929,872951172,-1099327669,1593774249,-521939592,-504121203,50080714,661480038,1486053769,-1645837391,1351510460,1626460139
Test43,-924106889,755955299,-665452277,-1633504594,-1598208483,42328435,1883378354,1838240950,775764397,1043230148,1858702171,-1317674896,2099142902,1712964162,-1235090359,1586100674,1419684580,-1565879022,956911224,-1957997472,132130893,281287690,1698302978,-1230972066,-1984307734,-502067102,4586435,-747487737,808792738,-382289492,1687608128,191559148,-880968178,1903899649,-2029976892,1688148543,-329548999,-281713284,-1956569141,1247384673,934192039,-236693780,-1334791772,-37713480,2062726808,-2092768316,2069048401,-797569338,1912598669,-1313868458,-149428815,-1087867017,605599499,-939344576,-1584713504,493279417,-968901474,-1136418010,-277656610,-331116718,-956440288,-1323705951,-990117010,-1550327827,745493051,1044958838,-1914818240,2002322549,-1528582101,1117252106,-369199023,-660587867,2094349000,-1473097195,-384769134,1376561119,1186417347,456369046,948259527,842999357,308058927,-1007560698,1020961202,1520258789,247080771,-1562129968,11900272,764040609,-774660002,-435745793,49880098,52005295,65716298,513739065,-270148914,-685273132,215677892,2102566379,305104264,2097457591
Test44,-1457563332,2035065285,105225676,-1934909845,-6787112,-2007559064,-704695506,1227233357,1040503486,-919608994,-475035084,-663188465,-1199674222,-506368182,-610022014,-2005074667,-1670148291,2019061344,-1872220872,1521824511,297450480,-372008426,590680215,1351758982,13395816,2111922715,-53789206,-1422386293,69090931,-875909496,-569369437,-1834838419,1884270258,1158230869,287929795,25143962,59750303,-2061826291,-2048240001,-631534488,480266193,-1234407227,1297676576,957456421,1163635326,-616816310,-2110793686,1176762476,400869698,1458391961,-1514516544,2044454330,-923580898,-1552002925,-477138618,-1607767232,-382160446,-1760431631,-2118914744,1701883130,-1142136306,434389109,399914905,1824107263,358591702,1021557089,2112244159,725081627,1515490021,-2017835220,-629364850,393775514,2079123268,1234770291,-627406318,1324340838,-1129767236,634751021,277304498,649202516,2102424472,-611027421,1294842001,1041725114,486963630,-106633570,-1331877321,-2135106236,981253792,1417788001,1098550640,169574919,-44027297,1736296409,1383414644,1561402326,-485092368,2057093778,1988347719,-1100919852
Test45,1087661682,1473160685,-2097273758,1874815306,-211930529,1667929872,1205932947,-762792262,-1167321326,404845085,-2065630687,994333748,2001596552,-1250986331,-474970318,712999655,-337996438,-1810380961,-1220424847,972164602,-460394166,900444436,588162795,-281023332,-1358037203,499838173,1994371385,-1117097638,-515413943,-1528213104,-1185480732,1280613039,1302514447,-1069963145,-269062396,-136095519,1508503147,-1473996477,-189837270,-948183798,428631369,28172608,25404287,-1607514764,-1669634469,-694597175,1486831405,2030320426,-226173927,256119293,80840957,113530059,-872353527,255770546,-239688128,-457420127,1142266944,-2046915671,107562483,1060866033,-486018521,-423830269,1602513181,-1802500716,-263504510,1896777716,-1076966020,922900934,-1468390226,1445184438,945806944,-550700739,1265000233,-1606612033,1806192597,792241533,1848622935,-772775883,-1731803129,1984455786,-988048253,748525985,1613970146,351591710,754034979,-1742224413,1716640760,1902128636,473194847,-587942811,908642984,-1603760123,-1780630060,1402163091,209837179,-1961796758,27477652,511455626,611592657,-123780767
Test46,-44096911,694660623,1072119996,811454267,-530784645,1911512002,593240619,-690909514,-1741903418,-438264174,-1570345654,-763668593,394791280,-2146900621,1543658793,-913922469,1593788641,1134268238,-107316069,-1526330217,1423387220,-2082690247,1666856032,1157500413,301112215,951781352,110663558,-1817182439,-451120370,1555514978,-1040641525,-1550075622,1086421245,-870521865,-191504953,-1010288915,-1049935611,1684893552,1415733640,374370183,-246376465,875388296,-1036919170,1731395970,-682063448,440742043,565252057,-902265877,2050573196,-400496739,-9985872,-5402535,-1960028442,-840767412,1623235620,904583746,1799757751,-610346839,-1201194043,1920395145,-1156164682,-1193010268,-2043168716,-1775092134,-367788648,1411835157,1809448968,1975000122,-1699256175,1628575987,1612085493,522914393,-1119305703,-1497667137,2035494699,-230300886,-1768790029,-1336513983,1974081275,1275010357,1561481322,-1281718666,-1964030784,-308973781,255183581,-354740280,487079676,79307066,-1008754050,621807743,459525825,1895735202,607157590,-1895777673,-109841839,116400776,1720043916,1302996243,1610733064,-1398440182
Test47,-148653339,907304561,-531761286,456160659,-1354556274,22741982,-1939024168,1168445807,-947651815,-1074842228,1953684119,645852577,-1823315259,-330229374,-1677178542,1481994996,131788290,1860835795,573079023,340616015,1593851955,-1181724142,-1956791807,952583757,362580149,483319812,-2013447571,-357594355,-1602995681,-761918569,838693455,1691251526,-1931402805,1555134995,-1019572194,398662557,765488021,-1601052529,-1147424499,1815491898,1234607586,819653029,-1999804748,746996888,-1643589149,-16956823,359428847,-856131172,133868571,-147848554,1841683974,-963218199,894753054,-23337974,-2097165555,-493711758,1047532186,1371405684,1154526862,1603367247,668790939,791606347,-199177372,282140884,989924106,475453953,4987369,370326240,1453731702,1701128312,-1552351917,1135446898,-954159338,-211316300,450521947,1233601921,478021902,1506907858,-67474913,-1223265012,-1803717391,1802639929,580126792,256999022,-1977085561,-1930206962,-1051577489,-1161969929,2113321935,-606783507,-1522855748,485991097,2077217350,-1818743083,-35275824,-817511521,940009577,-1966333853,1712492516,-1068079678
Test48,1177595513,1310947394,1193041714,191358207,1681363326,466611425,2017148051,-468588604,1445320589,-1803247513,2130164585,820931370,459750476,1556405475,-1833449026,-339805111,26497462,-1880760376,1480362157,983282374,-352048869,-241342313,-1250244864,1753137328,-186578838,1381891805,-2001862118,1968745356,-243486798,-379772064,18878743,1141277358,476377830,1009705109,-1021452751,1749329610,1048685536,-89821612,1966330469,88995529,-1517205336,1700453582,1230165845,-394234400,-605455883,20314814,589894512,1063108319,-1212824077,-1852118306,604488783,-1227958074,-330955962,1493900444,1180818274,267927710,-795148210,738171917,-712687413,-295420795,478141100,-553390815,-1679105911,-787035127,1164102405,1724311064,-1449663015,1568655801,1040738565,-1304806092,1187825880,-982183431,1147186086,-483344976,-1679486356,-1717058794,1064642994,1282824176,-2011891099,-1784354150,-656646522,878477561,736117726,1117991904,-510265576,728274210,-1812464663,-396071958,-571446470,662254092,1541602922,1888153201,2002282271,261274574,-676371133,1043353661,-2114533090,-86867595,-2027338319,-1165239625
Test49,-1224067146,-922012501,368402421,2102176955,-130706479,-1803245387,-1330338506,-1657498445,600623949,-1518072670,-633358427,1220409312,985518007,1491145921,1800915170,1214798587,-565463719,-700463277,-451118434,1374445564,1252933238,2009981057,-2123586176,105991480,-1140304173,-1881276017,1582443084,1374384561,827081593,1739202386,284635458,2112617129,1556908729,959046623,-878347325,1017122424,547674224,-880740476,-415847366,218513567,-1776917876,-1185651460,90613817,-1925270756,1990693326,831884509,-2065205022,1456175359,-191958319,-649831339,-1540862584,1088163388,300790602,-292439275,1521976469,-315098941,1138634640,-1226414964,-1388192083,822732494,1537168479,-656301992,2075082771,-1391600007,91085016,2091290105,-1778408372,96096919,-1507289909,-821692473,965814273,-47894334,2129491769,-360849115,262294825,-488424269,78700820,-1025031177,-579740313,-1557050156,-1851168696,-1052921519,1888489136,1268530195,-1954134274,2071185776,-183841232,1230349561,-603522274,-872235283,-111585938,1907407354,-34678250,1561483567,2072604077,555994894,-1095263014,385493537,-1502411371,1306552448
Test50,1242703915,1353968420,2061303058,1239212805,-1082845926,-572377785,-1178055812,1783105807,-672350769,1351485621,-1597709320,-1055905437,1800983174,-537864338,-1450836963,1034715881,-1669350694,952633145,-1457415974,-1376708158,1260406598,302653145,-1413380714,1403144607,380532455,967119486,1833572760,-922834608,-1276095098,460350334,-1461882968,1120605083,-679725610,-1342896316,-563612682,2060839247,1063898105,-1537717880,-120755141,-1616650089,-73667512,936779200,790355486,239728019,2116088403,1091212246,-241436712,-1348644828,142873638,-2062457830,-152248550,-82103545,130688462,-1350711687,-137131475,-1653061595,-210202341,-342095633,675546971,-538452440,1689093542,814848314,1940739725,1428220753,-1254316779,-1979222577,1207351605,992995720,1815326621,22428177,-936928147,-92151884,-1319177016,-1226163776,1939964256,1418079308,-1667396488,1544118191,728074217,604628270,1683069995,-1450458183,1783988089,273211567,-1606865793,-206361611,167420476,-1629635598,1069568760,1432153384,-111518082,-1719963011,-1398426623,-1869816197,1896075851,-2014291191,1490460976,386356333,-452534954,-426009191
